WarLength,Loss chance,Avg Time,stdev,Avg transport Loss, stdDev, Avg Cargo Delivered, stdDev, Avg Cargo Lost, stdDev,LegCount, stdDev
5,0.0,43200.0,0.0,0.0,0.0,6.0E8,0.0,0.0,0.0,120.0,0.0
5,0.001,43200.0,0.0,112.3,12.570223797362937,5.658065408E8,3879264.125605506,557500.0,89258.64251240826,120.0,0.0
5,0.002,43200.0,0.0,212.15,14.647705047477393,5.339629904E8,5356910.134238269,1068500.0,93991.88094835918,120.0,0.0
5,0.003,43200.0,0.0,300.4,17.358146881447187,5.049135008E8,6900671.52644337,1534500.0,120458.55369335436,120.0,0.0
5,0.004,43200.0,0.0,379.75,16.370303665639902,4.771060208E8,5449393.355558199,1931500.0,144122.57210261578,120.0,0.0
5,0.0050000004,43200.0,0.0,449.15,14.408604885166437,4.519829776E8,4872925.14959653,2290000.0,119824.43297108526,120.0,0.0
5,0.0060000005,43200.0,0.0,509.75,17.00116095107068,4.280574992E8,5557666.234737417,2595500.0,140767.63234419152,120.0,0.0
5,0.0070000007,43200.0,0.0,565.4,14.158501258775127,4.053130048E8,5007129.821815389,2876500.0,145358.90246667314,120.0,0.0
5,0.008,43200.0,0.0,614.1,11.177515023710018,3.857070096E8,5803884.228790364,3092500.0,153858.2738140937,120.0,0.0
5,0.009000001,43200.0,0.0,655.65,10.633982271349167,3.669674896E8,5659938.872306759,3322500.0,137873.8935633421,120.0,0.0
5,0.010000001,43200.0,0.0,696.0,11.40175425099138,3.495074896E8,6037232.868710967,3525000.0,163658.82355166736,120.0,0.0
5,0.011000001,43200.0,0.0,729.6,11.740169459908508,3.331054832E8,6598552.024249224,3656000.0,122577.58016005512,120.0,0.0
5,0.012000001,43200.0,0.0,759.5,12.0939306222062,3.185245168E8,6535621.919937162,3890500.0,165162.59930906363,120.0,0.0
5,0.013000001,43200.0,0.0,785.85,11.041905823295465,3.046859936E8,6573280.944938663,3946500.0,143756.9220301372,120.0,0.0
5,0.014000001,43200.0,0.0,808.9,10.52765780918854,2.91396992E8,6128264.4076616885,4091500.0,122700.96297824835,120.0,0.0
5,0.0150000015,43200.0,0.0,830.9,9.623983199880335,2.794104976E8,5642546.9606678635,4174000.0,179982.45528530361,120.0,0.0
5,0.016,43200.0,0.0,851.5,10.303295333864895,2.678560032E8,5547012.072493477,4257500.0,140408.23937437052,120.0,0.0
5,0.017,43200.0,0.0,867.2,9.605919227774422,2.570895E8,5105107.323991699,4399500.0,166748.31333479806,120.0,0.0
5,0.018000001,43200.0,0.0,880.85,8.827439278212358,2.470325E8,5039396.240988023,4472000.0,203873.0254994902,120.0,0.0
5,0.019000001,43200.0,0.0,895.05,8.678315383456448,2.37276E8,5670610.660516017,4559000.0,137492.5835320429,120.0,0.0
5,0.020000001,43200.0,0.0,906.7,9.92126901899996,2.283705E8,5773507.07519861,4589000.0,157409.9575530154,120.0,0.0
5,0.021000002,43200.0,0.0,916.65,8.725491993367237,2.20094E8,5210238.301449823,4633500.0,149429.61729963636,120.0,0.0
5,0.022000002,43200.0,0.0,926.1,7.319045091583436,2.121465E8,5033332.342860365,4682500.0,118848.64324004712,120.0,0.0
5,0.023000002,43200.0,0.0,935.1,7.552622409677177,2.044265E8,5366048.506950657,4704000.0,137435.1521723303,120.0,0.0
5,0.024000002,43200.0,0.0,942.5,6.517183763753046,1.977445E8,5304227.187124584,4765500.0,128737.79962633968,120.0,0.0
5,0.025000002,43200.0,0.0,950.2,6.329546420932297,1.912075E8,5027491.657717699,4802000.0,137366.2028455709,120.0,0.0
5,0.026000002,43200.0,0.0,954.7,5.750057207953399,1.848455E8,4782760.131313738,4849500.0,117986.39529066144,120.0,0.0
5,0.027000003,43200.0,0.0,958.65,5.132712425424325,1.792885E8,4872203.948501076,4894000.0,169687.01839129094,120.0,0.0
5,0.028000003,43200.0,0.0,962.8,5.042973224930747,1.74011E8,4962058.0407730015,4860500.0,148092.25431964255,120.0,0.0
5,0.029000003,43200.0,0.0,967.25,4.253481546117003,1.68497E8,4831519.429744642,4809000.0,182234.66652700998,120.0,0.0
5,0.030000003,43200.0,0.0,972.1,4.833000593507319,1.63651E8,4520150.09066129,4884000.0,137396.85126247292,120.0,0.0
5,0.031000003,43200.0,0.0,975.4,4.134578193976414,1.591185E8,4479083.876019855,4920500.0,131248.0576297377,120.0,0.0
5,0.032,43200.0,0.0,977.25,4.076569765456195,1.54508E8,4713030.7602824345,4930000.0,202484.56731316584,120.0,0.0
5,0.033,43200.0,0.0,979.9,3.1772215601221867,1.502275E8,4762419.636012106,4996000.0,159617.96495646128,120.0,0.0
5,0.033999998,43200.0,0.0,983.0,2.3169853371636986,1.457985E8,4587118.433866275,4950500.0,133119.45565425142,120.0,0.0
5,0.034999996,43200.0,0.0,984.95,3.9400106866005222,1.417905E8,4575806.48629288,4984000.0,161812.10676193805,120.0,0.0
5,0.035999995,43200.0,0.0,987.3,3.785011993306453,1.38205E8,4391148.3931343425,5061000.0,154575.82026476946,120.0,0.0
5,0.036999993,43200.0,0.0,987.1,3.1772215601221867,1.348085E8,4167488.547011699,5031000.0,171522.5932639779,120.0,0.0
5,0.03799999,43200.0,0.0,989.85,2.7772572611727644,1.315265E8,4084207.4216618696,5017000.0,193855.61637466168,120.0,0.0
5,0.03899999,43200.0,0.0,990.35,2.323223713087621,1.283855E8,3820230.738415789,4989000.0,143852.99513922646,120.0,0.0
5,0.039999988,43200.0,0.0,991.65,1.598519051464429,1.2533E8,3698635.594804913,5002500.0,128467.68997853527,120.0,0.0
5,0.040999986,43200.0,0.0,992.6,2.3929721664644754,1.226155E8,3731750.647449109,5024000.0,140652.61424778725,120.0,0.0
5,0.041999985,43200.0,0.0,994.05,2.282081229238369,1.198185E8,3547301.8285956294,5115000.0,166685.96379514318,120.0,0.0
5,0.042999983,43200.0,0.0,994.5,2.41704473751685,1.173215E8,3501786.423797822,5039500.0,229541.30461926846,120.0,0.0
5,0.04399998,43200.0,0.0,994.45,1.637552731171861,1.14862E8,3521797.686887823,5077500.0,174683.92508817324,120.0,0.0
5,0.04499998,43200.0,0.0,995.25,2.33677690757793,1.1242E8,3518948.706645211,5039500.0,175303.49622718222,120.0,0.0
5,0.045999978,43200.0,0.0,996.2,1.4725559590832462,1.09913E8,3265437.9894828647,5037500.0,131744.3696989303,120.0,0.0
5,0.046999976,43200.0,0.0,995.95,2.114486375359025,1.076195E8,3142689.8887485075,5115000.0,119053.28307327908,120.0,0.0
5,0.047999974,43200.0,0.0,996.45,1.394538218230416,1.0543E8,2883274.8194042356,5071000.0,99783.97719705883,120.0,0.0
5,0.048999973,43020.0,804.9844718999243,997.6,1.142481141154959,1.032365E8,2760439.0859731752,5055000.0,174913.5124628891,119.5,2.23606797749979
5,0.04999997,43200.0,0.0,997.55,1.959457497423847,1.01343E8,2874012.5993204396,5054000.0,192173.1675229127,120.0,0.0
